sentence1	sentence2	gold_label
An older man and woman sitting on a cement bench with frowns on their faces.	The man and woman are frowning.	entailment
Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.	Two horse racing jockeys are racing against a blurry background.	entailment
Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.	Several horse racing jockeys are racing against a blurry background	neutral
Several man in black tops play the guitar.	People are playing rock music.	neutral
Several man in black tops play the guitar.	People are playing baseball.	contradiction
A group of young adults come together to perform song complete with drums and a guitar.	A band is on stage performing without any instruments.	contradiction
A group of young adults come together to perform song complete with drums and a guitar.	A group of young adults is  performing.	entailment
A person wearing a white helmet races in a black race car.	A person wearing a helmet races in a new race car.	neutral
A person wearing a white helmet races in a black race car.	A person wearing a white helmet races in their car.	entailment
Two brown dog grapple each other in a sandy area.	Two dogs are playing with each other somewhere.	neutral
Two brown dog grapple each other in a sandy area.	Two dogs are playing indoors.	contradiction
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.	The woman is waiting for the bus.	neutral
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.	The woman is wearing a red hat.	entailment
A nude woman submerges herself in a natural pool.	The naked woman fell into the pool on accident.	neutral
A nude woman submerges herself in a natural pool.	A woman skinny dips in the pool.	entailment
A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.	A person is studying a painting of a mountain scene.	contradiction
A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.	A person is studying a painting of a street scene.	entailment
A man with a visor and blue top has thrown a Frisbee off into the distance.	A man is throwing a ball.	contradiction
A man with a visor and blue top has thrown a Frisbee off into the distance.	A man is throwing a frisbee to his friend.	neutral
A musician holding a guitar videotapes some action.	A woman is holding a guitar.	neutral
A musician holding a guitar videotapes some action.	A person is holding a guitar.	entailment
Children ride a balloon ride in an amusement park.	Kids are inside their homes	contradiction
Children ride a balloon ride in an amusement park.	Kids are on expensive amusement park rides	neutral
A young toddler wearing pink sandals is walking on hopscotch numbers.	A young kid wears sandals and walks on hopscotch numbers.	entailment
A young toddler wearing pink sandals is walking on hopscotch numbers.	A young girl wears shoes and walks on hopscotch numbers.	contradiction
A wolf moves over the snow.	The wolf is stationary.	contradiction
A wolf moves over the snow.	The wolf is moving.	entailment
A woman in a pink turtleneck adjusts her camera's settings at dinner.	The camera is getting adjusted by a pro.	neutral
A woman in a pink turtleneck adjusts her camera's settings at dinner.	The camera is getting adjusted.	entailment
A soccer player in green runs down the field.	The player in green is playing a violin.	contradiction
A soccer player in green runs down the field.	The player in green is throwing a ball across a field.	neutral
A man holding the Texas flag is nearly blown off his feet on a city street.	The latino man is holding the flag.	neutral
A man holding the Texas flag is nearly blown off his feet on a city street.	The man is holding the Texas flag.	entailment
People on stilts in a parade.	A child is performing in a play.	contradiction
People on stilts in a parade.	Some fat people are performing in a parade.	neutral
A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.	A well-dressed couple is dancing together celebrating their anniversary.	neutral
A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.	A well-dressed couple is swimming together.	contradiction
Bearded man playing the bass.	A man with a beard is playing the bass.	entailment
Bearded man playing the bass.	A man with a mustache is playing the bass.	neutral
A person dressed in black shoveling a path to the road from the stairs.	The person shoveling a path from the stairs.	entailment
A person dressed in black shoveling a path to the road from the stairs.	The man shoveling a path from the stairs.	neutral
A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.	An experienced worker is observing large construction equipment in motion.	neutral
A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.	A worker is ignoring large construction equipment in motion.	contradiction
Two men during a football game	Two men are at a Bears game.	neutral
Two men during a football game	Two men are at a baseball game.	contradiction
two men each wearing jackets leaning on a railing near a snowy road	Two men wearing hats stand outdoors.	neutral
two men each wearing jackets leaning on a railing near a snowy road	Two men stand indoors.	contradiction
A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.	A children's choir sings Christmas songs.	neutral
A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.	A adult's choir sings.	contradiction
A lady with kind eyes and long brown hair is holding an ax by a tree.	There was no axes being held.	contradiction
A lady with kind eyes and long brown hair is holding an ax by a tree.	Several ladies were standing near the trees.	neutral
Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.	A guitarist stands in front of dim lighting.	neutral
Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.	A guitarist stands in front of well lit area.	contradiction
A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.	The young man is on a skate board.	contradiction
A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.	A man is watching another man in a crowd.	entailment
Three people are standing at a carnival game.	People are having fun.	neutral
Three people are standing at a carnival game.	People are at a funeral.	contradiction
A person rides a skateboard off of a wooden bench.	a person riding a wooden skateboard	neutral
A person rides a skateboard off of a wooden bench.	a person riding a skateboard	entailment
A blue delivery truck is parked in front of a white building on a street corner.	The truck is parked in front of the building.	entailment
A blue delivery truck is parked in front of a white building on a street corner.	The truck is parked by it.	neutral
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	The child is hungry.	neutral
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	The child is kneeling in shallow water.	entailment
A person is riding a bucking animal in front of a crowd.	A person is riding an animal in front of a crowd.	entailment
A person is riding a bucking animal in front of a crowd.	A person is riding an animal in front of a crowd at night.	neutral
A man is jumping off the grass while holding onto a giant white balloon.	The man leapt while holding his balloon.	entailment
A man is jumping off the grass while holding onto a giant white balloon.	The man slept while holding his balloon.	contradiction
A girl in purple doing the long jump at a track event.	The girl represents her high school at the track event.	neutral
A girl in purple doing the long jump at a track event.	The girl competes in shot-put.	contradiction
A man walks through a pathway.	A man walks through the narrow pathway.	neutral
A man walks through a pathway.	A man walks through the hallway.	contradiction
A guy is practicing his kicks on a punching bag in the gym.	A man is not punching but kicking a punching bag.	entailment
A guy is practicing his kicks on a punching bag in the gym.	A kickboxer is training for his fight.	neutral
Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.	Two men are standing in a rodeo ring	entailment
Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.	Two men are sitting in a rodeo ring	contradiction
"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store."	A boy is window shopping for an Ipad.	neutral
"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store."	A girl is window shopping.	contradiction
Two women in a whirlpool with towels on the heads laughing.	The women had towels on their head.	entailment
Two women in a whirlpool with towels on the heads laughing.	There was only one woman in the whirlpool.	contradiction
A middle-aged woman ironing in a messy room.	A woman sleeping in a messy room.	contradiction
A middle-aged woman ironing in a messy room.	A woman ironing in a messy living room.	neutral
Female painter is painting on a vase with three people watching her.	People are watching a female painter paint on a vase.	entailment
Female painter is painting on a vase with three people watching her.	A female painter is painting flowers on a vase.	neutral
Food is being served outside of a stadium.	Vending is inside the stadium.	contradiction
Food is being served outside of a stadium.	There is food vending.	neutral
A man holding a newborn baby.	A man holds a baby.	entailment
A man holding a newborn baby.	The man is holding his first newborn baby.	neutral
hockey match with two guys fighting	The hockey game is drawing to a close and the frustrations didn't boil over into a fight.	contradiction
hockey match with two guys fighting	The hockey game frustrations boiled over into a fight.	entailment
Three younger men dancing in front of a semi-circled crowd.	Three young men are performing for money in front of a crowd.	neutral
Three younger men dancing in front of a semi-circled crowd.	Three young men are performing in front of a crowd.	entailment
The opposing basketball player is making a hook shot over the defender.	The opposing basketball player is attempting to score to win the game.	neutral
The opposing basketball player is making a hook shot over the defender.	The opposing basketball player is not attempting to score.	contradiction
Men at opposite ends of the street waiting to cross.	there are some people outside in this picture at the crosswalk.	neutral
Men at opposite ends of the street waiting to cross.	there are some people inside in this picture	contradiction
Two men in safety hats and masks sorting through soiled rags at a factory.	Two men without safety hats or masks are sorting through soiled rags at a factory.	contradiction
Two men in safety hats and masks sorting through soiled rags at a factory.	Two men in safety hats and masks are sorting through soiled rags at a factory.	entailment
A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.	Two people are having a fun conversation.	neutral
A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.	Two people are having a fight.	contradiction
a woman cleaning pots in a body of water.	A woman has pots that are wet.	entailment
a woman cleaning pots in a body of water.	A woman cleans pots in a stream.	neutral
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.	The gorilla is above the young students.	neutral
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.	The gorilla is below the young people.	contradiction
People are walking down a grassy hill with a fence behind them.	People are happy.	neutral
People are walking down a grassy hill with a fence behind them.	People are indoors.	contradiction
People shopping in an open produce market.	People are shopping in a mall.	contradiction
People shopping in an open produce market.	People are buying items outside.	neutral
Man in plaid shirt scaling rocks.	A blind man is scaling rocks.	neutral
Man in plaid shirt scaling rocks.	A man is scaling rocks.	entailment
A young boy in pajamas tosses a red ball in the air.	A little kid is happy.	neutral
A young boy in pajamas tosses a red ball in the air.	A youngster with a ball.	entailment
Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.	Two men are standing in the rain.	contradiction
Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.	Two men are standing in the sun.	entailment
A woman standing next to a car in the street speaking to the driver.	A blonde woman is standing.	neutral
A woman standing next to a car in the street speaking to the driver.	A woman is standing.	entailment
three children are watching a movie.	Animals are watching a movie.	contradiction
three children are watching a movie.	Brothers are watching a movie.	neutral
A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.	A person has on a helmet, a shirt, and is outside using a bicycle.	contradiction
A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.	A person has on a helmet, a yellow shirt, and is outside using a skateboard.	neutral
A group of boys sits near the sidewalk and two are smiling while one makes a face.	Four boys are standing at the boardwalk.	contradiction
A group of boys sits near the sidewalk and two are smiling while one makes a face.	Three boys are sitting.	neutral
People with their back to the camera walk down a wide alley.	The people are walking through a passageway.	entailment
People with their back to the camera walk down a wide alley.	The people are walking through a city.	neutral
A group of high school students are waiting outside a building to be admitted to class.	Nobody is sitting.	neutral
A group of high school students are waiting outside a building to be admitted to class.	Students are waiting.	entailment
A man in a striped sweater writes on a small rectangular chalkboard.	A man appears to use a pen.	neutral
A man in a striped sweater writes on a small rectangular chalkboard.	A man jogs.	contradiction
An African American boy jumps over boxes at a track.	A boy does a long jump.	neutral
An African American boy jumps over boxes at a track.	A boy jumps at a track.	entailment
A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.	A man attaches a video camera to a deck.	contradiction
A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.	A woman attaches a video camera to a deck.	entailment
A man in a black shirt plays the guitar surrounded by drinks.	No one is playing the guitar.	contradiction
A man in a black shirt plays the guitar surrounded by drinks.	The man is playing the guitar	entailment
A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.	A woman is dancing in a holiday parade.	neutral
A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.	A woman is dancing in a studio.	contradiction
A rugby game being played, one man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him.	Boys are playing rugby	entailment
A rugby game being played, one man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him.	Boys are playing an unofficiated match	neutral
A girl in a white tank top posing with a guitar in front of a red Chevelle.	A girl in a white tank top and shorts.	neutral
A girl in a white tank top posing with a guitar in front of a red Chevelle.	A girl in a white tank top.	entailment
A shaven head young man wears headphones and works with a mixing board.	The man is wearing a hat.	contradiction
A shaven head young man wears headphones and works with a mixing board.	The man is wearing headphones.	entailment
A black and white dog runs on soft green grass.	An animal is outside running to his owner.	neutral
A black and white dog runs on soft green grass.	An animal is outside sleeping	contradiction
The girl with the blue jean shorts on is playing with the two boys.	The girls is wearing pants.	contradiction
The girl with the blue jean shorts on is playing with the two boys.	The girl is playing with the two boys.	entailment
A person, wearing a costume with many flowers, is standing on the sidewalk trying to get the attention of people passing by.	A person sits on a sidewalk.	contradiction
A person, wearing a costume with many flowers, is standing on the sidewalk trying to get the attention of people passing by.	A person stands on an old sidewalk.	neutral
A woman in a brown sweater is sewing on her machine.	The woman is wearing a cashmere sweater.	neutral
A woman in a brown sweater is sewing on her machine.	The woman is wearing a jacket.	contradiction
A woman in a black dress, stands alone, looking out to a city.	A woman in black near a city.	entailment
A woman in a black dress, stands alone, looking out to a city.	A woman in a black swimsuit stands alone at the beach.	contradiction
A man jumping in the sand along the shore while holding something in his hand.	The man is at the beach fishing for fishes.	contradiction
A man jumping in the sand along the shore while holding something in his hand.	The man is jumping at the beach along the shore.	entailment
Several men socialize under a tent.	A bunch of guys are having a large gathering.	neutral
Several men socialize under a tent.	A bunch of guys are having a soccer tournament	contradiction
A competition with a large crowd watching.	Nobody is watching the competition.	contradiction
A competition with a large crowd watching.	The crowd are watching the competition.	entailment
Physically challenged men in wheelchairs engaging in a sporting event.	A man shops for groceries.	contradiction
Physically challenged men in wheelchairs engaging in a sporting event.	A man in a wheelchair at an event.	entailment
A girl stands on a street with a homemade' free car wash' sign.	A girl holds a sign for her school fundraiser.	neutral
A girl stands on a street with a homemade' free car wash' sign.	A girl holds a sign for a 'free car wash'.	entailment
A nun kneels while speaking to a man in while robes.	A nun is on her knees.	entailment
A nun kneels while speaking to a man in while robes.	A nun is speaking softly.	neutral
A female gymnast wearing a blue leotard is reaching backwards.	A gymnast is wearing a leotard.	entailment
A female gymnast wearing a blue leotard is reaching backwards.	A tall gymnast is wearing a leotard.	neutral
A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.	A clown is by a crowd.	entailment
A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.	A singer is outdoors performing for a crowd	contradiction
a man in a pink shirt herding goats in a ring	A man is herding cats.	contradiction
a man in a pink shirt herding goats in a ring	A shepherd is herding goats.	neutral
A little girl with a red hood and shirt is sitting with legs sprawled on a rock, her mouth open.	the kid lounges outside on a chair	contradiction
A little girl with a red hood and shirt is sitting with legs sprawled on a rock, her mouth open.	the kid lounges outside falling asleep	neutral
Two small children eat ice cream while sitting on a bench.	The children are walking around the park.	contradiction
Two small children eat ice cream while sitting on a bench.	The two, small children are eating ice cream. 	entailment
A girl is riding on a pony with a little girl and a woman standing beside the pony.	A girl is riding a camel.	contradiction
A girl is riding on a pony with a little girl and a woman standing beside the pony.	A girl is riding a pony.	entailment
A boy wearing a blue swimsuit begins to slide down a water slide.	The tall boy's swimsuit is blue.	neutral
A boy wearing a blue swimsuit begins to slide down a water slide.	The boy's swimsuit is blue.	entailment
A woman in purple riding a brown horse, competitively.	The woman is riding a male horse.	neutral
A woman in purple riding a brown horse, competitively.	The woman is riding a horse for the first time.	contradiction
A man playing guitar in a purple shirt.	man plays violin	contradiction
A man playing guitar in a purple shirt.	man plays electric guitar	neutral
A musician in a black hat is playing a keyboard.	A musician plays a keyboard.	entailment
A musician in a black hat is playing a keyboard.	A musician plays a violin in a dark club.	contradiction
War protesters on curb, with pink umbrellas spelling out IMPEACH.	The war protesters were calling for impeachment.	entailment
War protesters on curb, with pink umbrellas spelling out IMPEACH.	The protesters were holding bananas.	contradiction
A man sitting on a boat with a flag and the sunset in the background.	A man is on a boat.	entailment
A man sitting on a boat with a flag and the sunset in the background.	A man is on a sailboat.	neutral
People wander a surreal maze like sculpture.	Fat people are in a maze	neutral
People wander a surreal maze like sculpture.	People are in a maze	entailment
two people waiting on the corner.	Two people are waiting in the middle of the street.	contradiction
two people waiting on the corner.	Two people are waiting at a corner.	entailment
A man in blue jeans is sitting in front of a Canadian bank.	A man is sitting at a bank.	entailment
A man in blue jeans is sitting in front of a Canadian bank.	A man is sitting on stool at a bank.	neutral
A bald man with glasses is cutting into a turkey on the dinner table.	A man cuts into some poultry.	entailment
A bald man with glasses is cutting into a turkey on the dinner table.	A man is nearsighted.	neutral
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.	A girl is playing with a yo-yo.	contradiction
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.	The boy is playing with a yo-yo.	entailment
A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants.	A bride is with some relatives and a photographer.	entailment
A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants.	A bride is sitting with some relatives for a picture by the photographer.	neutral
2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.	No one had a red mohawk.	contradiction
2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.	The people were students at a coffee shop.	neutral
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.	The man in tan is working.	entailment
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.	The man is not working.	contradiction
"Three older women in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention."	Three women are in the park.	contradiction
"Three older women in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention."	Three women are sitting in the room.	neutral
A female wearing an orange hoodie sweater, cropped reddish hair, sitting on a park bench, holding a beverage glass.	The girl is wearing an orange sweater.	entailment
A female wearing an orange hoodie sweater, cropped reddish hair, sitting on a park bench, holding a beverage glass.	The girl is wearing an old hoodie.	neutral
Two boys are playing ball in an alley.	The boys are not dancing.	entailment
Two boys are playing ball in an alley.	The boys would rather be dancing.	neutral
A woman in a trench coat walks down the street.	A woman in a trench coat walks down the street.	entailment
A woman in a trench coat walks down the street.	A woman in a black coat runs in high heels	contradiction
People enjoying cookout food in a public park.	People are disgust by the sold food in a private event.	contradiction
People enjoying cookout food in a public park.	Many people are eating burgers and hot dogs in the park.	neutral
Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.	A man just hit a golf ball down the fairway on the third hole.	neutral
Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.	A man just hit a baseball out of the park.	contradiction
A man in a blue jacket is looking up at something.	The man is in his jacket.	entailment
A man in a blue jacket is looking up at something.	The man is not in his jacket.	contradiction
A boat with red, white and blue sails docking at a pier.	The boat was setting out to sea.	contradiction
A boat with red, white and blue sails docking at a pier.	The boat has red, white, and blue sails. 	entailment
The big white cow is decorated with a red ball of yarn.	The cow is wearing blue denim.	contradiction
The big white cow is decorated with a red ball of yarn.	The cow is decorated.	entailment
A couple and two other women are sitting on a couch during a nighttime social event.	Four people are at a social event.	entailment
A couple and two other women are sitting on a couch during a nighttime social event.	Four people are at a church service.	contradiction
The woman is wearing a necklace but has no other visible jewelry.	The woman is wearing a black necklace and no jewelry you can see.	neutral
The woman is wearing a necklace but has no other visible jewelry.	The woman is wearing a necklace and a lot of jewelry you can see.	contradiction
A man taking a photograph, holding a postcard	a man holds a postcard	entailment
A man taking a photograph, holding a postcard	a man holds a postcard that is meant for his sister.	neutral
People in business attire, walk down an alleyway.	People in business attire walk down the alleyway	entailment
People in business attire, walk down an alleyway.	Tall people in business attire walk down the alleyway	neutral
A man leans over into a fountain.	The man leans.	neutral
A man leans over into a fountain.	A man stood straight.	contradiction
Two men are sitting on crates in a market.	Two men are relaxing in the summer.	neutral
Two men are sitting on crates in a market.	Two men are working.	contradiction
A woman in a multicolored dress is holding a plastic cup while gesturing with the other hand.	A beautiful  woman is wearing a multicolored dress.	neutral
A woman in a multicolored dress is holding a plastic cup while gesturing with the other hand.	A woman is wearing a multicolored dress.	entailment
Large furry dog walking in the sand near large rocks.	The large dog walks.	neutral
Large furry dog walking in the sand near large rocks.	The dog walks in the sand by the large rocks.	entailment
A band is playing in a concert.	A rock band watching an outdoor concert.	contradiction
A band is playing in a concert.	A band playing music outdoors.	entailment
A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area.	A horse racer in a hat holding a tool stands next to a horse in a hilly area.	neutral
A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area.	A man in a hat holding a tool stands next to a horse in a hilly area.	entailment
Three men draping a rope across a road.	Men draped a rope across the road to hang up the sign	entailment
Three men draping a rope across a road.	The women put rope across the road to hang up the sign.	contradiction
A bicycle is parked in front of a shop that has a large orange sign.	A bike is outside of the shop.	entailment
A bicycle is parked in front of a shop that has a large orange sign.	A car is chained to the bike rack outside of the shop.	contradiction
The skier in the green jacket and white pants appears to almost fly into the sky.	A skier competes.	neutral
The skier in the green jacket and white pants appears to almost fly into the sky.	A skier is in the air.	entailment
A young couple playfully playing in the subway.	The couple in the subway is married.	neutral
A young couple playfully playing in the subway.	Two people are riding a bus.	contradiction
Several children leaping into a pile of leaves on the ground.	The children leaped into a pile of balloons.	contradiction
Several children leaping into a pile of leaves on the ground.	The boys leaped into a pile of leaves.	neutral
People are in a kitchen, two of them are sitting at the kitchen table.	People in a kitchen, with two seated at a piece of furniture.	entailment
People are in a kitchen, two of them are sitting at the kitchen table.	People in a kitchen, with five seated at a piece of furniture.	contradiction
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.	Army men walk down a road in green attire.	entailment
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.	Army men march down a road in black uniforms for a parade.	contradiction
A dirty boat sits in murky water as workers tend to their jobs.	A boat in sitting in the marina.	neutral
A dirty boat sits in murky water as workers tend to their jobs.	A boat in sitting on the trailer.	contradiction
A man with a jackhammer demolishing cement	The man is demolishing cement.	entailment
A man with a jackhammer demolishing cement	The man is demolishing cement stairs.	neutral
A man in a suit with a wineglass in his hand is speaking to a group of people at a party.	A man speaks to people at a party holding a wineglass.	entailment
A man in a suit with a wineglass in his hand is speaking to a group of people at a party.	A man speaks to people at a party holding a beer.	contradiction
A shaggy black and white dog is running on the grass.	An orange dog  runs on the grass. talking loud	contradiction
A shaggy black and white dog is running on the grass.	A black and white dog  runs on the grass.	entailment
A man in a top hat is playing the accordion on the side of a city street.	A man is begging on the sidewalk.	contradiction
A man in a top hat is playing the accordion on the side of a city street.	A man is playing his heart out on the sidewalk.	neutral
A person is about to roll the bowling ball attempting to hit bowling pins.	Someone is pitching a baseball.	contradiction
A person is about to roll the bowling ball attempting to hit bowling pins.	Someone is bowling and trying to do well.	entailment
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.	The man is using an expensive microscope.	neutral
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.	The man is using a microscope.	entailment
A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.	The three musicians are making music.	entailment
A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.	The seven musicians are preparing for a live performance later that evening.	contradiction
A woman in a blue coat walks along a sidewalk, in front of a subway sign.	A man walks along a sidewalk.	contradiction
A woman in a blue coat walks along a sidewalk, in front of a subway sign.	A woman walks along a sidewalk.	entailment
The woman in the red jacket looks as if she was buying something from the open air vendor.	The woman is wearing a jacket.	entailment
The woman in the red jacket looks as if she was buying something from the open air vendor.	The man is wearing a dress.	contradiction
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.	The football players are on the opposite team.	neutral
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.	The men are on the opposite teams.	entailment
Man pushing his cart with personal items.	A man is pushing a cart with his personal items at a store.	neutral
Man pushing his cart with personal items.	A man is eating a bag of chips.	contradiction
Boat sails in rough water.	Calm water with a boat sailing through it	contradiction
Boat sails in rough water.	Rough water with a white boat sailing through it	neutral
Many people leading a giant blow-up figure of Oscar the Grouch down a street.	Many people on the street.	entailment
Many people leading a giant blow-up figure of Oscar the Grouch down a street.	Many people on the Hollywood Walk of fame.	neutral
a group of people sitting on the ground on the sidewalk	People are sitting in protest.	neutral
a group of people sitting on the ground on the sidewalk	People are sitting on the beach.	contradiction
Two asian women are holding up a partially filled trash bag, smiling.	Two women are holding up a trash bag.	entailment
Two asian women are holding up a partially filled trash bag, smiling.	Two women hold up trash bags every day.	neutral
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.	Bob was wearing his black colored tshirt while talking to a long braided hair lady.	contradiction
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.	Bob was wearing his bright colored tshirt while talking to a long braided hair lady.	neutral
A baseball player is sliding across home plate in order to score a run for his team.	The baseball player slide at home.	entailment
A baseball player is sliding across home plate in order to score a run for his team.	It was really close.	neutral
Several bikers are going down one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.	A group of bikers are riding down a road past some old buildings.	neutral
Several bikers are going down one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.	A group of bikers are riding down a road past some farms.	contradiction
